reviewer 1,review_date_1,reviewer 2,review_date_2,reviewer 3,review_date_3,issn,title,top_journals_in,publisher,pr_type,pr_policy,pr_form_url,pr_credit_url,pr_database,pr_transfer_policy,pr_transfer_url,opr_reports,opr_responses,opr_letters,opr_versions,opr_identities_published,opr_indenties_author,opr_comments,opr_interaction,opr_additional,coreview_policy,coreview_url,coreview_email,coreview_form,coreview_database,preprint_url,preprint_version,preprint_servers,preprint_citation,preprint_link,preprint_media,preprint_licensing,preprint_scoop,preprint_review,Free Notes/Observations,Time taken to do the Survey,Reviewer 2 changes,gs_title,h5-index,h5-median,G_100_rank,G_BEM_rank,G_CMS_rank,G_ECS_rank,G_HMS_rank,G_HLA_rank,G_LSES_rank,G_PM_rank,G_SS_rank
GSM,2018-01-14,TRH,2019-04-21,JP,2019-04-26,1461-7315,New Media and Society,Social Sciences,SAGE,Double blind,https://us.sagepub.com/en-us/nam/journal/new-media-society#PeerReviewPolicy,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,"Other: No preprint policy is stated, but links to the general Sage guidelines - """"If material has been previously published it is not generally acceptable for publication in a SAGE journal. However, there are certain circumstances where previously published material can be considered for publication. Please refer to the guidance on the SAGE Author Gateway ... Following are examples of prior distribution that may be acceptable: Working papers or versions of the paper posted on a preprint server or a scholarly collaboration network (SCN) SAGE supports the early dissemination of research through preprints (the pre-peer review version of the paper, also referenced as a “working paper”), including through SAGE’s own preprint platform, Advance, and other preprint platforms and SCNs, such as bioRxiV, preprints.org, ResearchGate and Academia.edu. Working papers are generally eligible for publication in a SAGE journal, subject to the policy in place for each journal."""" - so it may be that preprints are allowed, but by no means certain for this journal",NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,New Media & Society,63,104,NA,NA,NA,NA,NA,NA,NA,NA,10
GSM,2018-01-14,TRH,2019-04-21,JP,2019-04-26,1468-0068,Noûs,"Social Sciences, Humanities, Literature & Arts",Wiley,Other (Triple blind),https://onlinelibrary.wiley.com/page/journal/14680068/homepage/forauthors.html,NA,https://authorservices.wiley.com/Reviewers/journal-reviewers/recognition-for-reviewers/index.html,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,"Confidentiality: Respect the confidentiality of the peer review process and refrain from using information obtained during the peer review process for your own or another’s advantage, or to disadvantage or discredit others (e.g. see COPE Case 14-06: Possible breach of reviewer confidentiality). Do not involve anyone else in the review of a manuscript (including early career researchers you are mentoring), without first obtaining permission from the journal (e.g. see COPE Case 11-29: Reviewer asks trainee to review manuscript). The names of any individuals who have helped with the review should be included so that they are associated with the manuscript in the journal’s records and can also receive due recognition for their efforts.",https://authorservices.wiley.com/Reviewers/journal-reviewers/how-to-perform-a-peer-review/general-and-ethical-guidelines.html,Yes,Unsure,Yes,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/preprints-policy.html,First submission only (before peer review),[Journal] will consider for review articles previously available as preprints on non-commercial servers. Authors may also post the submitted version of a manuscript to non-commercial servers at any time. Authors are requested to update any pre-publication versions with a link to the final published article.,"Yes, in the reference list",Yes,NA,NA,NA,NA,NA,NA,NA,Noûs,32,55,NA,NA,NA,NA,NA,16,NA,NA,NA
GSM,2018-01-14,TRH,2019-04-21,JP,2019-04-26,1362-4962,Nucleic Acids Research,Life Sciences & Earth Sciences,Oxford University Press,Unsure,NA,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://academic.oup.com/nar/pages/Policies#Prior%20Publication,First submission only (before peer review),"NAR allows authors to deposit preprints in community preprint servers such as arXiv.org and BioRxiv.org, provided that entries are updated to acknowledge that the article has been accepted/published by NAR. Our policy towards such archives is kept under review, but we currently do not consider articles that have already been posted PLoS Currents. Authors are encouraged to contact the Editorial Office if they are in any doubt about prior submission. Please read our full self-archiving policy.","Yes, in the reference list",Unsure,NA,NA,NA,NA,NA,NA,NA,Nucleic Acids Research,208,392,14,NA,NA,NA,NA,NA,6,NA,NA
GSM,2018-01-14,TRH,2019-04-21,JP,2019-04-26,1533-9866,Obstetrical & Gynecological Survey,NA,Lippincott Williams & Wilkins,Unsure,NA,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,"Yes, but only in the text",Unsure,NA,NA,NA,NA,NA,NA,NA,Obstetrical & Gynecological Survey,116,224,98,NA,NA,NA,NA,NA,NA,NA,NA
GSM,2018-01-14,TRH,2019-04-21,JP,2019-04-26,1094-4087,Optics Express,Physics & Mathematics,Optical Society,Single blind,https://www.osapublishing.org/submit/review/peer_review.cfm#overview,NA,https://www.osapublishing.org/oe/submit/review/outstandingreviewers.cfm,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Optional,Not specified,Not specified,NA,"A reviewer should recognize that a manuscript under review is a confidential document. Reviewers should not use or disseminate unpublished information, arguments, or interpretations contained in an unpublished manuscript, except with the consent of the author. During review, the manuscript should neither be shown to nor discussed with others except, in special cases, to persons from whom specific advice may be sought. In that event, the reviewer maintains responsibility for ensuring confidentiality. The reviewer should inform the editor of others who make significant contributions to a review.",https://www.osapublishing.org/submit/review/peer_review.cfm#overview,Yes,Unsure,Unsure,NA,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Optics Express,103,129,NA,NA,NA,NA,NA,NA,NA,13,NA
GSM,2018-01-14,TRH,2019-04-20,JP,2019-04-26,1098-4275,Pediatrics,NA,American Academy of Pediatrics,"Unsure (reviewers anon, but not clear if author anon or not)",http://www.aappublications.org/content/pediatrics-reviewer-guidelines,NA,NA,Unsure,"Transfers to Hospital Pediatrics: If your manuscript is not accepted by Pediatrics and the editors feel the topic is appropriate for Hospital Pediatrics, you will receive an email indicating that your manuscript is ready to transfer, along with additional instructions on how to proceed. Please note that if your manuscript has been reviewed by Pediatricsreviewers, those reviews will transfer to Hospital Pediatrics along with your manuscript. Your manuscript will undergo additional peer review by Hospital Pediatrics reviewers and editors. If you have any questions about this transfer, please contact the editorial office at PediatricsEditorial@aap.org.",http://www.aappublications.org/content/pediatrics-author-guidelines,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,"Trainee Reviewers
 Trainees (students, residents) may review for the journal if they have the expertise to review the subject matter of the manuscript. They should be assisted by a senior mentor during the review process, and the mentor must sign off on the review. Trainees must abide by all reviewer guidelines, including the necessity to recuse themselves if they have a conflict of interest, including intellectual (e.g., having a strong belief that makes it difficult for you to evaluate the reported findings), financial (e.g., gaining a financial benefit if the work is either published or not published), or personal (e.g., having a personal or professional relationship with one or more of the authors that makes it difficult to fairly evaluate the work).",http://www.aappublications.org/content/pediatrics-reviewer-guidelines,Yes,Unsure,Unsure,NA,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Pediatrics,117,163,94,NA,NA,NA,NA,NA,NA,NA,NA
GSM,2018-01-14,TRH,2019-04-20,JP,2019-04-26,1573-0883,Philosophical Studies,"Humanities, Literature & Arts",Springer Nature,Double blind,https://www.springer.com/philosophy/journal/11098,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,"Yes, but only in the text (not the reference list) - Author instructions https://www.springer.com/philosophy/journal/11098",Unsure,NA,NA,NA,NA,https://www.springer.com/philosophy/journal/11098,NA,NA,Philosophical Studies,38,47,NA,NA,NA,NA,NA,6,NA,NA,NA
GSM,2018-01-14,TRH,2019-04-20,JP,2019-04-26,1550-235X,Physical Review B,Physics & Mathematics,American Physical Society,Single blind,https://journals.aps.org/prb/referees/guidelines-for-referees,NA,NA,Unsure,"If a manuscript submitted to Physical Review B is on a topic not within its purview, but may be suitable for another Physical Review journal, the editors may transfer the paper to the appropriate journal and inform the author(s) of that transfer.",https://journals.aps.org/prb/authors/editorial-policies-practices#guide,No,No,No,Not specified,No,No,Not specified,Not specified,NA,"Although referees may consult and seek advice from other researchers or colleagues, the referee must ensure that the confidentiality of these materials is preserved. In such cases, we require referees to provide the names and contact information of those researchers who have been consulted.",https://journals.aps.org/prb/authors/editorial-policies-practices#anonymity,Yes,Unsure,Unsure,NA,No preprint policy,NA,"Yes, in the reference list (Authors may cite unpublished work, such as e-prints, preprints, internal reports, or results that have been reported only orally at meetings (even though an abstract may have been published).) https://journals.aps.org/prb/authors/editorial-policies-practices",NA,NA,NA,NA,NA,NA,NA,NA,Physical Review B,130,168,63,NA,NA,NA,NA,NA,NA,7,NA
GSM,2018-01-14,TRH,2019-04-20,JP,2019-04-26,1550- 2368,Physical Review D,Physics & Mathematics,American Physical Society,Single blind,https://journals.aps.org/prd/authors/editorial-policies-practices#anonymity,NA,NA,Unsure,"If a manuscript submitted to Physical Review D is on a topic not within its purview, but may be suitable for another Physical Review journal, the editors may transfer the paper to the appropriate journal and inform the author(s) of that transfer.",https://journals.aps.org/prd/authors/editorial-policies-practices#sub,No,No,No,Not specified,No,No,Not specified,Not specified,NA,"Although referees may consult and seek advice from other researchers or colleagues, the referee must ensure that the confidentiality of these materials is preserved. In such cases, we require referees to provide the names and contact information of those researchers who have been consulted.",https://journals.aps.org/prd/authors/editorial-policies-practices#anonymity,Yes,Unsure,Unsure,NA,No preprint policy,NA,"Yes, in the reference list (Authors may cite unpublished work, such as e-prints, preprints, internal reports, or results that have been reported only orally at meetings (even though an abstract may have been published).) https://journals.aps.org/prd/authors/editorial-policies-practices",NA,NA,NA,NA,NA,NA,NA,NA,Physical Review D,145,202,46,NA,NA,NA,NA,NA,NA,5,NA
GSM,2018-01-14,SH,2019-04-20,TRH,2019-04-26,1079-7114,Physical Review Letters,Physics & Mathematics,American Physical Society,Single blind,https://journals.aps.org/prl/authors/editorial-policies-practices#anonymity,https://journals.aps.org/referees/referee-response-physical-review-letters,NA,Unsure,NA,NA,No,No,No,No,No,No,Not specified,Not specified,NA,"Although referees may consult and seek advice from other researchers or colleagues, the referee must ensure that the confidentiality of these materials is preserved. In such cases, we require referees to provide the names and contact information of those researchers who have been consulted.",https://journals.aps.org/prl/authors/editorial-policies-practices#anonymity,Yes,Unsure,Unsure,NA,No preprint policy,NA,Unsure,Unsure,NA,NA,NA,NA,"No ""the identities of our referees are not released to authors or other referees throughout or after the review process."" // ""Peer review material is confidential and access is restricted. Requests for access should be addressed to the Editor in Chief, who will consider the purposes of the research, the qualifications of the researchers, and the cost to APS of making the material available, among other factors. Material will not normally be released for scholarly purposes until at least fifty years after the events involved.:",10,NA,Physical Review Letters,197,286,16,NA,NA,NA,NA,NA,NA,1,NA
GSM,2018-01-14,SH,2019-04-20,TRH,2019-04-26,2160-3308,Physical Review X,Physics & Mathematics,American Physical Society,Single blind,https://journals.aps.org/prx/authors/editorial-policies-practices,https://journals.aps.org/prx/referees/referee-response-physical-review-x,NA,Unsure,"Relationship to the other Physical Review journals
 Although a member of the Physical Review family of journals, Physical Review X is editorially independent of the other journals. Its editors make their own decisions on manuscripts under consideration by the journal.
 Procedurally, the Physical Review family journals, including Physical Review Letters and Physical Review X, allow transfer of a manuscript from one journal to another to take place, provided that the topic of the manuscript fits within the scope of the latter journal. However, the editors of that journal will make their own decision on the disposition of the transferred manuscript.
 Under this general policy, the editors of Physical Review X may reject the transferred manuscript without external review if they judge that the manuscript does not fulfill the journal's stringent acceptance criteria. Since the scope of Physical Review X is intended to be broader than what is currently covered by the other Physical Review journals, it is natural that Physical Review X may reconsider papers that have been rejected by the other Physical Review journals primarily for the reason of unmatched scope. In such cases, the editors of Physical Review X may seek external review of the transferred manuscript before reaching a final decision. In rare occasions and if the manuscript has been thoroughly vetted technically by the journal from which it is transferred, the editors of Physical Review X may accept the transferred manuscript for publication without additional external review, typically after consultation with the journal's editorial board.",https://journals.aps.org/prx/authors/editorial-policies-practices,No,No,No,No,No,No,Not specified,Not specified,NA,"Although referees may consult and seek advice from other researchers or colleagues, the referee must ensure that the confidentiality of these materials is preserved. In such cases, we require referees to provide the names and contact information of those researchers who have been consulted.",https://journals.aps.org/prx/authors/editorial-policies-practices,Yes,Unsure,Unsure,NA,No preprint policy,NA,"Yes, in the reference list",Unsure,NA,NA,NA,NA,"No ""the identities of our referees are not released to authors or other referees throughout or after the review process."" // ""Peer review material is confidential and access is restricted. Requests for access should be addressed to the Editor in Chief, who will consider the purposes of the research, the qualifications of the researchers, and the cost to APS of making the material available, among other factors. Material will not normally be released for scholarly purposes until at least fifty years after the events involved.: // Preprint citation: ""When citations are made to internal reports, other items not available in the published literature, or unpublished work, it is the responsibility of the author to provide sufficient information to enable the reader to obtain a copy of the cited material. Citations to papers published in peer-reviewed journals are considered primary references. Citations to e-print archives should not be used in place of primary references. Citations to classified reports or other documents with restricted circulation should be avoided. All citations, including those cited in figure and table captions, should be listed in the reference section.""",10,NA,Physical Review X,89,123,NA,NA,NA,NA,NA,NA,NA,17,NA
GSM,2018-01-14,SH,2019-04-20,TRH,2019-04-26,0375-9601,Physics Letters B,Physics & Mathematics,Elsevier,Single blind,https://www.elsevier.com/journals/physics-letters-b/0370-2693/guide-for-authors,NA,NA,Unsure,"Article transfer service 
 This journal is part of our Article Transfer Service. This means that if the Editor feels your article is more suitable in one of our other participating journals, then you may be asked to consider transferring the article to one of those. If you agree, your article will be transferred automatically on your behalf with no need to reformat. Please note that your article will be reviewed again by the new journal. More information.",https://www.elsevier.com/journals/physics-letters-b/0370-2693/guide-for-authors,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://www.elsevier.com/journals/physics-letters-b/0370-2693/guide-for-authors,First submission only (before peer review),NA,Not specified,Yes,NA,NA,NA,NA,NA,5,NA,Physics Letters B,116,149,NA,NA,NA,NA,NA,NA,NA,9,NA
GSM,2018-01-14,SH,2019-04-20,TRH,2019-04-26,1932-6203,PLoS One,"Health & Medical Sciences,
Life Sciences & Earth Sciences",PLoS,Single blind,https://journals.plos.org/plosone/s/editorial-and-peer-review-process,NA,NA,Unsure,"Authors can request that submissions (with referee reports, if relevant) rejected from one PLOS journal be transferred to another PLOS journal for further consideration there. Manuscripts will never be transferred between the journals without an author’s consent.
 We trust that reviewers for any PLOS journal are willing to have their reviews considered by the editors of another PLOS journal.",https://journals.plos.org/plosone/s/editorial-and-peer-review-process,Not specified,Not specified,Not specified,Not specified,Not specified,Optional,Not specified,Not specified,NA,Reviewers are required to treat all submitted manuscripts in strict confidence and should not share information about submissions with any other parties unless previously agreed with the editor. The involvement of a third party in the review must be declared at the time of the submission of the review.,https://journals.plos.org/plosone/s/reviewer-guidelines,Yes,Unsure,Unsure,https://journals.plos.org/plosone/s/preprints,First submission only (before peer review),E.g. bioRxiv,"Yes, in reference list",Yes,NA,NA,NA,"""PLOS encourages editors to consider comments and feedback available on the preprint record to inform their editorial decision, and where relevant, editors may incorporate those comments in their editorial feedback to authors.""","Re. preprint citation: Any and all available works can be cited in the reference list. Acceptable sources include: .. Published or accepted manuscripts ... Manuscripts on preprint servers, providing the manuscript has a citable DOI or arXiv URL.""",10,NA,PLoS ONE,180,229,23,NA,NA,NA,9,NA,8,NA,NA
GSM,2018-01-14,NP,2019-04-20,JP,2019-04-26,1091-6490,Proceedings of the National Academy of Sciences,"Health & Medical Sciences,
Life Sciences & Earth Sciences",National Academy of Sciences,Single blind (Single blind peer review inferred: referee must disclose COI based on author relationship (knows identity) but typically referee identity is not disclosed),https://www.pnas.org/page/authors/reviewers,NA,https://www.pnas.org/content/115/52/E12466,Unsure,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Conditional,Conditional,Not specified,Not specified,"The review process is conducted anonymously for all submissions, except NAS members’ own contributions where the reviewers are known to the member author and their names are published. - https://www.pnas.org/page/authors/reviewers","Material under review is a privileged communication that should not be shared or discussed with anyone outside the designated review process unless necessary and approved by the editor. If you wish to consult a colleague for assistance with the review, please ensure they are free of any conflicts of interest and agree to abide by journal policies.",https://www.pnas.org/page/authors/reviewers,Yes,Unsure,Unsure,https://www.pnas.org/page/authors/journal-policies & https://www.pnas.org/content/114/48/12630,"Unsure (preprints are allowed, but it's not clear what version","Posting on Preprint Servers, such as arXiv or bioRxiv, is permitted.",Not specified,Unsure,"we may distribute advance copies of accepted manuscripts under embargo to the news media before online publication in the journal, we ask that authors inform us if a version of their submission has ever appeared on a publicly accessible preprint server. This helps us to ensure equitable dissemination of information to journalists.","[https://www.pnas.org/content/96/8/4215] We have never refused to consider a manuscript based on the license that an author has chosen for its preprint, options for which include Creative Commons (CC) licenses.","[https://www.pnas.org/content/96/8/4215] Precisely because a preprint is not a publication, it does not guarantee priority. Dissemination of your results in any form before publication carries with it the risk that others will publish them first, or supersede them. Either will definitely prejudice subsequent publication. Free exchange of unpublished work should be followed by timely publication.",NA,NA,NA,NA,Proceedings of the National Academy of Sciences,226,291,11,NA,NA,NA,4,NA,5,NA,NA
GSM,2018-01-14,NP,2019-04-20,JP,2019-04-26,1477-0288,Progress in Human Geography,Social Sciences,SAGE,Double blind,https://uk.sagepub.com/en-gb/eur/journal/progress-human-geography#EditorialPolicies,NA,https://uk.sagepub.com/en-gb/eur/get-credit-for-your-reviews,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"Sometimes a reviewer will want to involve junior researchers in the review of an article as it can be good practice and experience for that person. However, you should ensure that you obtain permission from the journal editor prior to accepting the invitation to review. The names of everyone involved in doing the review should be submitted to the editor so that the journal records accurately reflect the review process that took place.",https://uk.sagepub.com/en-gb/eur/how-to-review-articles,Yes,Unsure,Unsure,"https://us.sagepub.com/en-us/nam/preprintsfaq
https://journals.sagepub.com/pb-assets/Journals-Accepting-PrePrints.pdf
","Unsure (preprints are allowed, but it's not clear what version)",NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Progress in Human Geography,60,84,NA,NA,NA,NA,NA,NA,NA,NA,12
GSM,2018-01-14,NP,2019-04-21,JP,2019-04-26,1537-5331,Public Opinion Quarterly,"Humanities, Literature & Arts",Oxford University Press,Double blind,https://academic.oup.com/poq/pages/general_instructions,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_a,First submission only (before peer review),"This includes posting on their own personal websites, institutional or non-commercial subject based repositories, commercial platforms websites or repositories, or social media, provided that, upon acceptance, they acknowledge that the article has been accepted for publication as follows: 
 This article has been accepted for publication in [Journal Title] Published by Oxford University Press. 
 After publication we would also ask authors to update their AOV with the Digital Object Identifier (DOI), and include a link to the Version of Record.",Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Public Opinion Quarterly,32,45,NA,NA,NA,NA,NA,17,NA,NA,NA
SR,2018-12-10,NP,2019-04-21,JP,2019-04-26,1360-0591,Regional Studies,Social Sciences,Taylor & Francis,Double blind,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cres20,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Regional Studies,57,82,NA,NA,NA,NA,NA,NA,NA,NA,20
SR,2018-12-10,JP,2019-04-11,TRH,2019-04-26,1364-0321,Renewable and Sustainable Energy Reviews,Engineering & Computer Science,Elsevier,Single blind,https://www.elsevier.com/journals/renewable-and-sustainable-energy-reviews/1364-0321/guide-for-authors,NA,https://www.elsevier.com/reviewers/role#RRP,Unsure,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Elsevier offers information on peer review in its author guidelines, but this information only becomes meaningful when additionally considering their ""what is peer review"" page where the meanings of different types of peer review are specified. Here one learns that double blind implies that no aspect of the peer review process is made public (apparently).","If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,"https://www.elsevier.com/journals/research-policy/0048-7333/guide-for-authors#20920, https://www.elsevier.com/authors/journal-authors/submit-your-paper/sharing-and-promoting-your-article","Unsure (preprints are allowed, but it's not clear what version)",NA,Not specified,Unsure,NA,NA,NA,NA,"The journal Renewable & Sustainable Energy Reviews is published by Elsevier, so presumably many of Elsevier's general policies apply. However, no journal specific materials are offered on their website.",20 mins,NA,Renewable and Sustainable Energy Reviews,161,216,31,NA,NA,7,NA,NA,NA,NA,NA
SR,2018-12-10,JP,2019-04-11,TRH,2019-04-26,0048-7333,Research Policy,Social Sciences,Elsevier,Double blind,https://www.elsevier.com/journals/research-policy/0048-7333/guide-for-authors,NA,https://www.elsevier.com/reviewers/role#RRP,Unsure,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Elsevier offers information on peer review in its author guidelines, but this information only becomes meaningful when additionally considering their ""what is peer review"" page where the meanings of different types of peer review are specified. Here one learns that double blind implies that no aspect of the peer review process is made public (apparently).","If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,"https://www.elsevier.com/journals/research-policy/0048-7333/guide-for-authors#20920, https://www.elsevier.com/authors/journal-authors/submit-your-paper/sharing-and-promoting-your-article",First submission only (before peer review),NA,Not specified,Unsure,NA,NA,NA,NA,"Research Policy is published by Elsevier, so many of their general policies apply. In general, it can be difficult with Elsevier journals to locate the journal specific policies.",10 mins,NA,Research Policy,84,128,NA,NA,NA,NA,NA,NA,NA,NA,5
SR,2018-12-10,JP,2019-04-11,TRH,2019-04-26,0034-6535,Review of Economics and Statistics,"Business, Economics & Management",The MIT Press,Unsure,NA,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Not specified,NA,Unsure,Unsure,Unsure,https://www.mitpressjournals.org/for_authors#authorposting,"After peer review (but not final, copyedited version)",NA,Not specified,Unsure,NA,NA,NA,NA,"The MIT Press does not offer very transparent information concerning its review process. No information can be found on the journal website regarding its review process (whether blinded or not, e.g.).",20 mins,NA,Review of Economics and Statistics,76,121,NA,17,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-06,JP,2019-04-11,TRH,2019-04-26,1539-0756,Reviews of Modern Physics,Physics & Mathematics,American Physical Society,Single blind,"https://journals.aps.org/rmp/authors#review, https://journals.aps.org/peer-review-materials-policy",NA,NA,No,NA,NA,No,No,No,Not specified,No,No,Not specified,Not specified,NA,"Although referees may consult and seek advice from other researchers or colleagues, the referee must ensure that the confidentiality of these materials is preserved. In such cases, we require referees to provide the names and contact information of those researchers who have been consulted.",https://journals.aps.org/rmp/info/procedures.html,Yes,Unsure,Unsure,https://journals.aps.org/rmp/info/procedures.html,Any,Not specified,Not specified,Unsure,NA,NA,NA,NA,"Reviews of Modern Physics is a peer reviewd journal employing a single blind peer review process, but placing high value on not making the review process public (i.e. Names and comments of reviewers). Accordingly, the journal does not offer peer review transfer.",30 min,NA,Reviews of Modern Physics,97,213,NA,NA,NA,NA,NA,NA,NA,14,NA
SR,2018-12-06,JP,2019-04-17,TRH,2019-04-26,1095-9203,Science,Life Sciences & Earth Sciences,American Association for the Advancement of Science,Unsure,http://www.sciencemag.org/authors/science-information-authors,NA,NA,No,"Authors submitting to Science may elect to transfer to one of our other journals should the manuscript not be selected for publication at Science. Science editors will not see this choice until after the decision is made, and authors will be given the opportunity to confirm the choice before transfer is initiated. If a manuscript is rejected from Science with the option of transfer, we would be happy to transfer your submission from Science with no reformatting required.",https://www.sciencemag.org/authors/science-information-authors,No,Not specified,Not specified,Not specified,No,No,Not specified,Yes,"Science employs a cross-review policy, so once all reviews are in, they are circulated among all other reviewers of a given paper",Please do not share the manuscript with any colleagues without the explicit permission of the editor.,https://www.sciencemag.org/authors/peer-review-science-publications,Unsure,Unsure,Unsure,http://www.sciencemag.org/authors/science-journals-editorial-policies,First submission only (before peer review),We do support posting of research papers on not-for-profit preprint servers such as arXiv.org and bioRxiv.org.,Not specified,Unsure,Manuscripts posted at a preprint server should not be discussed with the media prior to publication. Please contact the editors with questions regarding allowable postings to other servers.,NA,NA,NA,"Science offers a rather comprehensive, easily accessible peer review policy on its website. It is the first journal surveyed during the first round to employ a cross-review policy. PR model not known - but not open identities (so single or double blind). Anon open interaction: ""Once all reviews are in, we initiate a cross-review process in which we invite all reviewers to read the other (still anonymous) reviews and make additional comments within 2 business days. Cross-review is encouraged, but not required.""",20 mins,NA,Science,345,497,3,NA,NA,NA,NA,NA,2,NA,NA
SR,2018-12-06,JP,2019-04-17,TRH,2019-04-26,1946-6234,Science Translational Medicine,NA,American Association for the Advancement of Science,Unsure,https://stm.sciencemag.org/content/science-translational-medicine-general-policies,NA,NA,No,NA,NA,No,Not specified,Not specified,Not specified,No,No,Not specified,Not specified,NA,Please do not share the manuscript with any colleagues without the explicit permission of the editor.,https://stm.sciencemag.org/content/information-reviewers,Unsure,Unsure,Unsure,https://stm.sciencemag.org/content/science-translational-medicine-general-policies,First submission only (before peer review),We do support posting of research papers on not-for-profit preprint servers such as arXiv.org and bioRxiv.org.,Not specified,Unsure,"We generally encourage presentation of original results prior to publication at scientific meetings. Nevertheless, press coverage and presentation at scientific conferences can sometimes affect consideration of papers at Science Translational Medicine. For example, reporting the main findings of a paper in the mass media can compromise the novelty of the work and thus its appropriateness for Science Translational Medicine. Therefore, authors should feel free to present their data at scientific meetings but should not overtly seek media attention or give copies of the figures or data from their manuscript to any reporter. If a reporter attends an author's session at a meeting and writes a story based only on the presentation, such coverage will not affect Science Translational Medicine's consideration of the author's paper. (For more information, please see the embargo entry in the Science Contributors FAQ.)",NA,NA,NA,NA,20 mins,NA,Science Translational Medicine,133,178,55,NA,NA,NA,NA,NA,NA,NA,NA
